stock,open,high,low,close,timestamp
StockU,135.99,874.25,107.68,381.42,2025-04-25 06:50:46.905995563
StockZ,227.9,935.67,74.64,701,2025-04-25 06:50:47.405995563
StockE,481.96,995.47,447.15,509.06,2025-04-25 06:50:47.905995563
StockQ,64.28,942.91,53.3,440.09,2025-04-25 06:50:48.405995563
StockX,750.26,918.72,666.63,904.22,2025-04-25 06:50:48.905995563
StockN,674.44,997.21,652.17,730.45,2025-04-25 06:50:49.405995563
StockS,237.95,984.81,133.19,273.53,2025-04-25 06:50:49.905995563
StockX,662.01,978.43,571.58,829.11,2025-04-25 06:50:50.405995563
StockZ,302.6,764.27,147.46,522.64,2025-04-25 06:50:50.905995563
StockE,278.87,956.2,203.38,463.9,2025-04-25 06:50:51.405995563
StockQ,224.42,700.63,149.49,495.39,2025-04-25 06:50:51.905995563
StockD,272.55,971.11,32.97,508.27,2025-04-25 06:50:52.405995563
StockK,273.68,836.01,71.59,693.72,2025-04-25 06:50:52.905995563
StockZ,565.19,719.78,28.82,607.42,2025-04-25 06:50:53.405995563
StockM,341.2,887.73,227.28,588.82,2025-04-25 06:50:53.905995563
StockE,707.96,907.9,91.13,890.84,2025-04-25 06:50:54.405995563
StockX,385.62,748.67,337.7,486.36,2025-04-25 06:50:54.905995563
StockZ,847.52,955.66,577.69,919.37,2025-04-25 06:50:55.405995563
StockB,651.64,793.08,603.74,709.16,2025-04-25 06:50:55.905995563
StockL,128.92,828.73,88.43,556.49,2025-04-25 06:50:56.405995563
StockQ,38.06,427.35,31.36,388.47,2025-04-25 06:50:56.905995563
StockC,326.48,733.74,135.78,520.78,2025-04-25 06:50:57.405995563
StockO,88.32,890.41,9.63,344.29,2025-04-25 06:50:57.905995563
StockN,669.41,959.81,62.56,812.52,2025-04-25 06:50:58.405995563
StockP,752.34,951.23,584,820.28,2025-04-25 06:50:58.905995563
StockR,285.08,697.82,257.16,560.5,2025-04-25 06:50:59.405995563
StockJ,372.01,940.15,339.72,841.98,2025-04-25 06:50:59.905995563
StockL,207.11,849.24,38.77,241.69,2025-04-25 06:51:00.405995563
StockC,739.68,856.55,612.71,790.17,2025-04-25 06:51:00.905995563
StockY,746.18,907.72,410.8,773.11,2025-04-25 06:51:01.405995563
StockF,380.67,744.45,284.67,463.62,2025-04-25 06:51:01.905995563
StockD,310.22,521.41,217.08,470.9,2025-04-25 06:51:02.405995563
StockX,739.16,894.71,145.35,848.28,2025-04-25 06:51:02.905995563
StockN,271.58,946.65,135.54,650.23,2025-04-25 06:51:03.405995563
StockW,409.02,952.33,374.42,557.19,2025-04-25 06:51:03.905995563
StockU,464.54,992.65,172.89,944.14,2025-04-25 06:51:04.405995563
StockW,505.64,924.01,56.02,693.49,2025-04-25 06:51:04.905995563
StockZ,211.18,939.83,114.47,759.51,2025-04-25 06:51:05.405995563
StockZ,282.41,826.28,274.79,802.07,2025-04-25 06:51:05.905995563
StockO,759.29,996.94,527.38,828.16,2025-04-25 06:51:06.405995563
StockM,549.85,732.75,49.26,583.21,2025-04-25 06:51:06.905995563
StockY,707.09,893.69,143.3,825.42,2025-04-25 06:51:07.405995563
StockP,189.71,951.6,171.7,625.66,2025-04-25 06:51:07.905995563
StockJ,675.48,914.46,65.77,774.08,2025-04-25 06:51:08.405995563
StockV,184.46,775.58,142.32,716.2,2025-04-25 06:51:08.905995563
StockV,416.62,838.07,28.61,777.59,2025-04-25 06:51:09.405995563
StockX,370.88,954.01,255.1,737.41,2025-04-25 06:51:09.905995563
StockQ,791.7,871.1,786.94,838.98,2025-04-25 06:51:10.405995563
StockB,382.72,809.71,322.17,681.97,2025-04-25 06:51:10.905995563
StockO,480.77,798.93,412.64,661.23,2025-04-25 06:51:11.405995563
StockL,340.33,643.06,233.1,417.32,2025-04-25 06:51:11.905995563
StockR,407.52,946.17,42.7,581.25,2025-04-25 06:51:12.405995563
StockX,249.32,650.61,36.59,567.78,2025-04-25 06:51:12.905995563
StockM,504.13,772.63,175.62,743.35,2025-04-25 06:51:13.405995563
StockV,628.96,942.31,483.75,930.74,2025-04-25 06:51:13.905995563
StockY,395.86,828.28,248.47,710.24,2025-04-25 06:51:14.405995563
StockF,59.99,989.64,8.91,375.86,2025-04-25 06:51:14.905995563
StockV,436.06,613.86,325.96,578.43,2025-04-25 06:51:15.405995563
StockB,174.23,812.33,65.37,360.88,2025-04-25 06:51:15.905995563
StockU,601.38,764.78,374.17,719.36,2025-04-25 06:51:16.405995563
StockM,490,720.3,31.43,553.39,2025-04-25 06:51:16.905995563
StockF,562.6,724.25,369.94,710.85,2025-04-25 06:51:17.405995563
StockD,266.61,597.96,150.17,292.02,2025-04-25 06:51:17.905995563
StockK,65.46,832.23,28.61,399.57,2025-04-25 06:51:18.405995563
StockQ,560.02,943.44,321.44,683.85,2025-04-25 06:51:18.905995563
StockD,516.98,988.21,335.86,750.3,2025-04-25 06:51:19.405995563
StockR,246.84,942.03,60.02,890.39,2025-04-25 06:51:19.905995563
StockV,160.29,933.56,122,481,2025-04-25 06:51:20.405995563
StockY,201.52,954.79,106.22,237.34,2025-04-25 06:51:20.905995563
StockU,450.44,967.13,413.81,814.35,2025-04-25 06:51:21.405995563
StockT,359.51,742.32,128.35,527.63,2025-04-25 06:51:21.905995563
StockZ,251.57,993.71,77.2,723.71,2025-04-25 06:51:22.405995563
StockT,751.35,950.74,444.4,904.19,2025-04-25 06:51:22.905995563
StockH,526.56,991.2,423.57,811.89,2025-04-25 06:51:23.405995563
StockM,275,674.11,26.38,648.22,2025-04-25 06:51:23.905995563
StockH,210.04,509.26,106.38,398.95,2025-04-25 06:51:24.405995563
StockX,112.82,535.08,17.46,196.68,2025-04-25 06:51:24.905995563
StockO,570.27,902.44,147.12,673.29,2025-04-25 06:51:25.405995563
StockJ,289.27,973,63.78,638.29,2025-04-25 06:51:25.905995563
StockA,512.19,946.7,454.36,657.34,2025-04-25 06:51:26.405995563
StockA,260.19,988.8,237.17,770.45,2025-04-25 06:51:26.905995563
StockL,40.25,283,21.43,205.58,2025-04-25 06:51:27.405995563
StockI,637.21,699.81,552.49,652.62,2025-04-25 06:51:27.905995563
StockT,134.59,805.29,119.95,162.46,2025-04-25 06:51:28.405995563
StockN,626.3,902.34,353.62,754.56,2025-04-25 06:51:28.905995563
StockW,462.64,987.51,17.74,702.55,2025-04-25 06:51:29.405995563
StockY,472.07,659.41,297,557.49,2025-04-25 06:51:29.905995563
StockF,399.71,750,2.63,557.18,2025-04-25 06:51:30.405995563
StockP,608.59,679.7,399.46,629.45,2025-04-25 06:51:30.905995563
StockF,169.36,920.54,76.78,586.3,2025-04-25 06:51:31.405995563
StockV,688.89,868.5,656.79,842.3,2025-04-25 06:51:31.905995563
StockE,548.59,850.52,429.47,642.86,2025-04-25 06:51:32.405995563
StockA,319.63,804.44,30.51,334.4,2025-04-25 06:51:32.905995563
StockG,165.9,979.32,144.51,964.29,2025-04-25 06:51:33.405995563
StockN,126.85,529.44,92.74,299.7,2025-04-25 06:51:33.905995563
StockF,374.11,851.27,366.49,525.91,2025-04-25 06:51:34.405995563
StockK,372.06,543.33,72.15,444.5,2025-04-25 06:51:34.905995563
StockL,290.57,947.29,73.82,834.52,2025-04-25 06:51:35.405995563
StockR,569.16,811.41,371.98,750.12,2025-04-25 06:51:35.905995563
StockF,369.03,815.82,123.35,775.3,2025-04-25 06:51:36.405995563
StockI,268.19,451.5,155.39,435.48,2025-04-25 06:51:36.905995563
StockG,133.48,182.1,34.47,136.67,2025-04-25 06:51:37.405995563
StockC,481.95,774.79,393.64,729.2,2025-04-25 06:51:37.905995563
StockE,207.02,677.9,169.68,600.2,2025-04-25 06:51:38.405995563
StockS,654.31,843.26,223.28,659.39,2025-04-25 06:51:38.905995563
StockB,155.75,557.31,72.17,239.64,2025-04-25 06:51:39.405995563
StockZ,225.6,945.93,63.84,537.9,2025-04-25 06:51:39.905995563
StockS,402.73,752.55,1.58,623.3,2025-04-25 06:51:40.405995563
StockG,583.22,952.37,342.48,606.72,2025-04-25 06:51:40.905995563
StockZ,559.77,790.5,119.59,593.65,2025-04-25 06:51:41.405995563
StockX,222.91,494.85,158.45,305.08,2025-04-25 06:51:41.905995563
StockL,534.03,986.35,263.44,836.16,2025-04-25 06:51:42.405995563
StockO,410.35,861.21,243.76,860.52,2025-04-25 06:51:42.905995563
StockH,524.98,872.02,200.26,588.4,2025-04-25 06:51:43.405995563
StockH,512.27,846.82,413.51,790.87,2025-04-25 06:51:43.905995563
StockK,159.82,696.25,16.1,630.4,2025-04-25 06:51:44.405995563
StockA,147.47,422.79,86.7,421.02,2025-04-25 06:51:44.905995563
StockF,350.99,998.45,293.87,471.18,2025-04-25 06:51:45.405995563
StockN,620.92,996.52,196.58,981.94,2025-04-25 06:51:45.905995563
StockL,330.61,576.34,305.13,502.01,2025-04-25 06:51:46.405995563
StockN,441.79,935.21,43.08,470.02,2025-04-25 06:51:46.905995563
StockZ,394.25,963.4,36.26,402.41,2025-04-25 06:51:47.405995563
StockN,583.66,850.04,464.09,648.05,2025-04-25 06:51:47.905995563
StockN,319.89,685.27,170.05,676.06,2025-04-25 06:51:48.405995563
StockB,621.45,806.48,397.7,633.7,2025-04-25 06:51:48.905995563
StockU,252.45,678.64,133.98,630.1,2025-04-25 06:51:49.405995563
StockA,363.55,858.27,103.07,592.46,2025-04-25 06:51:49.905995563
StockV,413.57,998.6,176.76,575.41,2025-04-25 06:51:50.405995563
StockC,33.72,873.86,2.45,448.9,2025-04-25 06:51:50.905995563
StockX,424.16,735.5,264.54,451.39,2025-04-25 06:51:51.405995563
StockD,351.12,873.17,325.93,573.04,2025-04-25 06:51:51.905995563
StockT,157.9,323.47,108.66,299.5,2025-04-25 06:51:52.405995563
StockX,408.99,510.34,246.69,501.59,2025-04-25 06:51:52.905995563
StockM,467.84,971.92,10.43,916.19,2025-04-25 06:51:53.405995563
StockQ,828.35,897.62,511.41,851.22,2025-04-25 06:51:53.905995563
StockB,482.62,823.11,189.26,674.88,2025-04-25 06:51:54.405995563
StockV,548.07,808.28,262.9,777.16,2025-04-25 06:51:54.905995563
StockX,354.92,429.42,225.66,410.31,2025-04-25 06:51:55.405995563
StockN,84.1,804.73,34.26,640.85,2025-04-25 06:51:55.905995563
StockX,519.61,986.36,35.37,524.74,2025-04-25 06:51:56.405995563
StockO,21.18,588.05,10.25,492.9,2025-04-25 06:51:56.905995563
StockJ,190.13,850.11,18.21,356.19,2025-04-25 06:51:57.405995563
StockU,370.55,787.73,139.55,462.05,2025-04-25 06:51:57.905995563
StockF,631.02,895.21,280.13,772.17,2025-04-25 06:51:58.405995563
StockM,172.57,863.88,75.16,595.18,2025-04-25 06:51:58.905995563
StockU,364.09,772.26,362.51,612.08,2025-04-25 06:51:59.405995563
StockD,427.84,667.65,123.18,480.07,2025-04-25 06:51:59.905995563
StockW,298.88,933.91,108.62,732.13,2025-04-25 06:52:00.405995563
StockS,536.58,810.92,335.64,710,2025-04-25 06:52:00.905995563
StockP,692.77,900.64,360.9,805.12,2025-04-25 06:52:01.405995563
StockM,575.33,932.2,370.88,927.89,2025-04-25 06:52:01.905995563
StockA,81.82,695.65,47.99,386.43,2025-04-25 06:52:02.405995563
StockK,590.8,848.3,476.03,617.17,2025-04-25 06:52:02.905995563
StockW,584.63,648.12,267.51,617.06,2025-04-25 06:52:03.405995563
StockM,181.9,419.42,50.52,257.01,2025-04-25 06:52:03.905995563
StockG,577.08,633.36,447,617.14,2025-04-25 06:52:04.405995563
StockY,571.38,965.91,494.81,891.24,2025-04-25 06:52:04.905995563
StockA,226.06,597.29,84.79,460.4,2025-04-25 06:52:05.405995563
StockK,310.52,896.61,271.4,848.72,2025-04-25 06:52:05.905995563
StockK,245.39,391.92,121.19,305.01,2025-04-25 06:52:06.405995563
StockU,336.68,585.98,259.56,404.87,2025-04-25 06:52:06.905995563
StockL,731.13,937.88,700.95,830.87,2025-04-25 06:52:07.405995563
StockR,621.33,692.98,428.72,640.35,2025-04-25 06:52:07.905995563
StockK,27.54,518.48,5.4,227.85,2025-04-25 06:52:08.405995563
StockL,349.87,793.51,249,412.94,2025-04-25 06:52:08.905995563
StockH,520.72,912.33,418.44,713.9,2025-04-25 06:52:09.405995563
StockI,338.35,988.52,21.12,768.3,2025-04-25 06:52:09.905995563
StockX,871.73,953.37,406.42,904.42,2025-04-25 06:52:10.405995563
StockJ,439.02,562.99,302.79,457.9,2025-04-25 06:52:10.905995563
StockJ,431.94,991.21,41.03,787.53,2025-04-25 06:52:11.405995563
StockN,274.12,965.98,15.41,468.05,2025-04-25 06:52:11.905995563
StockY,742.31,893.88,183.36,791.24,2025-04-25 06:52:12.405995563
StockH,189.83,851.75,57.58,404.53,2025-04-25 06:52:12.905995563
StockB,386.17,549.79,275.07,502.55,2025-04-25 06:52:13.405995563
StockM,88.46,930.04,48.31,247.97,2025-04-25 06:52:13.905995563
StockA,243.36,918.24,160.39,913.47,2025-04-25 06:52:14.405995563
StockR,531.95,698.37,97.9,675.65,2025-04-25 06:52:14.905995563
StockZ,377.67,868.07,4.87,488.98,2025-04-25 06:52:15.405995563
StockA,451.31,826.51,55.47,673.55,2025-04-25 06:52:15.905995563
StockK,88,913.3,36.64,565.81,2025-04-25 06:52:16.405995563
StockS,252.41,567.79,240.97,416.53,2025-04-25 06:52:16.905995563
StockX,590.37,921.52,63.44,723.12,2025-04-25 06:52:17.405995563
StockD,501.34,869.99,155.54,689.69,2025-04-25 06:52:17.905995563
StockS,588.75,989.44,53.52,634.89,2025-04-25 06:52:18.405995563
StockE,499.33,740.52,85.78,570.11,2025-04-25 06:52:18.905995563
StockF,345.93,591.03,43.53,508.56,2025-04-25 06:52:19.405995563
StockF,505.68,704.77,269.9,615.44,2025-04-25 06:52:19.905995563
StockO,329.85,747.46,319.45,479.99,2025-04-25 06:52:20.405995563
StockX,344.12,958.86,165.29,672.67,2025-04-25 06:52:20.905995563
StockP,261.28,852.98,58.35,745.89,2025-04-25 06:52:21.405995563
StockO,142.27,779.85,62.37,326.46,2025-04-25 06:52:21.905995563
StockK,13.88,736.01,9.73,358.16,2025-04-25 06:52:22.405995563
StockM,496.07,935.17,305.29,897.4,2025-04-25 06:52:22.905995563
StockZ,87.96,960.42,56.15,911.8,2025-04-25 06:52:23.405995563
StockX,382.75,885.96,225.83,652.57,2025-04-25 06:52:23.905995563
StockF,235.18,635.67,136.91,429.01,2025-04-25 06:52:24.405995563
StockT,162.96,946.82,26.52,183.21,2025-04-25 06:52:24.905995563
StockQ,327.96,695.9,246.03,337.95,2025-04-25 06:52:25.405995563
StockR,562.22,801.28,307.31,752.9,2025-04-25 06:52:25.905995563
StockM,142.1,695.59,87.42,668.58,2025-04-25 06:52:26.405995563
StockZ,125.57,540.26,1.78,445.29,2025-04-25 06:52:26.905995563
StockW,648.42,977.41,239.09,800.89,2025-04-25 06:52:27.405995563
StockP,585.57,954.96,549.14,931.97,2025-04-25 06:52:27.905995563
StockX,447.39,623.76,99.9,561.22,2025-04-25 06:52:28.405995563
StockA,202.12,674.1,103.96,365.76,2025-04-25 06:52:28.905995563
StockN,389.39,625.02,97.74,518.9,2025-04-25 06:52:29.405995563
StockO,560.33,861.31,220.43,816.78,2025-04-25 06:52:29.905995563
StockR,468.02,846.17,169.08,740.48,2025-04-25 06:52:30.405995563
StockL,572.49,680.9,422.15,616.21,2025-04-25 06:52:30.905995563
StockA,416.05,997.46,316.65,672.97,2025-04-25 06:52:31.405995563
StockO,776.37,894.03,319.61,799.24,2025-04-25 06:52:31.905995563
StockN,529.37,788.07,51.78,757.1,2025-04-25 06:52:32.405995563
StockR,505.15,945.19,197.51,533.23,2025-04-25 06:52:32.905995563
StockO,684.22,867.81,673.89,730.17,2025-04-25 06:52:33.405995563
StockO,396.82,992.02,126.62,481.85,2025-04-25 06:52:33.905995563
StockV,360.9,492.52,341.29,460.05,2025-04-25 06:52:34.405995563
StockO,585.4,754.61,437.52,751.45,2025-04-25 06:52:34.905995563
StockX,266.29,559.57,109.34,528.18,2025-04-25 06:52:35.405995563
StockA,189.67,963.04,47.37,467.08,2025-04-25 06:52:35.905995563
StockM,214.83,598.37,24.49,433.22,2025-04-25 06:52:36.405995563
StockS,417.72,765.38,368.81,516.26,2025-04-25 06:52:36.905995563
StockH,330.83,643.54,289.76,348.39,2025-04-25 06:52:37.405995563
StockN,671.31,969.07,65.12,679.24,2025-04-25 06:52:37.905995563
StockA,561.36,889.03,498.16,570.67,2025-04-25 06:52:38.405995563
StockD,225.76,908.22,158.79,259.63,2025-04-25 06:52:38.905995563
StockO,658.81,729.83,251.4,696.7,2025-04-25 06:52:39.405995563
StockQ,156.11,660.31,126.81,627.15,2025-04-25 06:52:39.905995563
StockJ,169.86,992.44,165.93,698.57,2025-04-25 06:52:40.405995563
StockJ,86.64,674.99,20.63,384.49,2025-04-25 06:52:40.905995563
StockO,498.55,699.32,75.29,546.49,2025-04-25 06:52:41.405995563
StockX,432.53,542.52,115.94,467.71,2025-04-25 06:52:41.905995563
StockW,602.49,964.21,252.82,878.29,2025-04-25 06:52:42.405995563
StockN,352.09,936.36,78.79,475.88,2025-04-25 06:52:42.905995563
StockM,335.36,432.24,229.78,337.22,2025-04-25 06:52:43.405995563
StockA,483.99,759.54,243.91,748.12,2025-04-25 06:52:43.905995563
StockI,474.84,898.55,316.35,764.78,2025-04-25 06:52:44.405995563
StockI,374.71,521.78,182.89,376.3,2025-04-25 06:52:44.905995563
StockO,328.84,984.13,182.82,918.6,2025-04-25 06:52:45.405995563
StockK,249.79,646.33,146.35,277.96,2025-04-25 06:52:45.905995563
StockO,603.48,729.26,349.94,689.22,2025-04-25 06:52:46.405995563
StockS,458.49,936.27,263.19,775.95,2025-04-25 06:52:46.905995563
StockO,86.15,538.13,55.8,394,2025-04-25 06:52:47.405995563
StockA,415.72,933.49,57.01,556.65,2025-04-25 06:52:47.905995563
StockI,598.73,764.13,27.68,614.29,2025-04-25 06:52:48.405995563
StockB,345.15,912.26,311.51,815.33,2025-04-25 06:52:48.905995563
StockB,431.01,810.29,209.1,474.31,2025-04-25 06:52:49.405995563
StockP,810.64,939.56,33.28,862.21,2025-04-25 06:52:49.905995563
StockU,188.84,460.19,4.15,238.96,2025-04-25 06:52:50.405995563
StockO,202.4,632.55,130,297.12,2025-04-25 06:52:50.905995563
StockG,211.7,803.62,149.63,601.17,2025-04-25 06:52:51.405995563
StockE,639.91,842.78,375.67,814.46,2025-04-25 06:52:51.905995563
StockM,98.19,239.39,25.02,220.84,2025-04-25 06:52:52.405995563
StockM,367.31,939.56,140.34,633.57,2025-04-25 06:52:52.905995563
StockV,246.32,750.61,12.28,675.57,2025-04-25 06:52:53.405995563
StockW,114.34,947.41,24.4,628.55,2025-04-25 06:52:53.905995563
StockU,522.88,846.25,259.53,658.48,2025-04-25 06:52:54.405995563
StockI,146.76,781.3,134.98,596.37,2025-04-25 06:52:54.905995563
StockS,397.67,578.08,132.16,398.64,2025-04-25 06:52:55.405995563
StockQ,112.69,932.65,65.23,864.33,2025-04-25 06:52:55.905995563
StockL,349.66,791.98,302.34,550.53,2025-04-25 06:52:56.405995563
StockF,98.58,681.54,31.38,459.97,2025-04-25 06:52:56.905995563
StockG,879.72,912.74,48.77,883.32,2025-04-25 06:52:57.405995563
StockV,152.81,639.94,150.13,203.18,2025-04-25 06:52:57.905995563
StockH,638.95,758.71,239.99,666.5,2025-04-25 06:52:58.405995563
StockV,403.84,728.23,13.19,620.04,2025-04-25 06:52:58.905995563
StockF,502.62,927.33,34.45,583.62,2025-04-25 06:52:59.405995563
StockZ,776.49,961.28,43.72,878.48,2025-04-25 06:52:59.905995563
StockT,149.78,690.06,132.9,467.07,2025-04-25 06:53:00.405995563
StockA,309.71,699.57,256.97,489.97,2025-04-25 06:53:00.905995563
StockO,714.03,874.88,685.19,746.88,2025-04-25 06:53:01.405995563
StockW,598.42,745.8,181.28,677.05,2025-04-25 06:53:01.905995563
StockC,195.37,604.14,170.59,419.48,2025-04-25 06:53:02.405995563
StockV,910.83,997.91,112.39,973.51,2025-04-25 06:53:02.905995563
StockZ,274.95,720.21,193.81,621.04,2025-04-25 06:53:03.405995563
StockX,436.05,987.71,86.79,722.63,2025-04-25 06:53:03.905995563
StockH,710.24,997.46,418.59,711.08,2025-04-25 06:53:04.405995563
StockC,176.47,872.4,7.66,829.04,2025-04-25 06:53:04.905995563
StockZ,684.02,917.05,76.42,792.12,2025-04-25 06:53:05.405995563
StockT,252.4,483.37,19.91,300.05,2025-04-25 06:53:05.905995563
StockF,468.59,721.8,76.68,500.41,2025-04-25 06:53:06.405995563
StockV,114.11,775.78,4.25,331.36,2025-04-25 06:53:06.905995563
StockX,211.66,518.95,166.66,513.34,2025-04-25 06:53:07.405995563
StockP,740.64,981.6,237.85,834.39,2025-04-25 06:53:07.905995563
StockO,224.06,955.3,173.37,381.61,2025-04-25 06:53:08.405995563
StockC,498.69,825.97,274.01,782.78,2025-04-25 06:53:08.905995563
StockV,639.36,797.21,460.22,690.7,2025-04-25 06:53:09.405995563
StockJ,656.13,729.08,638.03,725.97,2025-04-25 06:53:09.905995563
StockS,225.75,862.06,138.52,807.4,2025-04-25 06:53:10.405995563
StockV,202.24,419.35,76.09,407.7,2025-04-25 06:53:10.905995563
StockQ,154.29,655.07,113.68,529.13,2025-04-25 06:53:11.405995563
StockV,429.1,879.32,111.27,584.41,2025-04-25 06:53:11.905995563
StockG,96.16,824.13,24.05,494.54,2025-04-25 06:53:12.405995563
StockN,264.42,524.19,218.25,335.82,2025-04-25 06:53:12.905995563
StockP,419.66,862.2,81.58,801.21,2025-04-25 06:53:13.405995563
StockY,577.33,999.92,458.58,651.77,2025-04-25 06:53:13.905995563
StockV,529.54,801.8,35.86,800.15,2025-04-25 06:53:14.405995563
StockX,299.63,801.46,214.19,754.53,2025-04-25 06:53:14.905995563
StockF,281.11,704.71,253.18,565.87,2025-04-25 06:53:15.405995563
StockK,371.05,814.44,366.23,719.32,2025-04-25 06:53:15.905995563
StockQ,228.89,857.1,15.57,662.65,2025-04-25 06:53:16.405995563
StockK,522.77,715.63,338.57,600,2025-04-25 06:53:16.905995563
StockN,378.83,855.1,151.63,431.1,2025-04-25 06:53:17.405995563
StockZ,762.86,984.63,353.52,836.04,2025-04-25 06:53:17.905995563
StockD,616.06,818.98,134.59,684.62,2025-04-25 06:53:18.405995563
StockQ,258.35,954.78,171.71,462.73,2025-04-25 06:53:18.905995563
StockT,281.35,763.87,75.26,611.02,2025-04-25 06:53:19.405995563
StockY,74.85,970.54,18.06,362.18,2025-04-25 06:53:19.905995563
StockS,249.36,864.71,124.27,605.01,2025-04-25 06:53:20.405995563
StockS,461.61,863.22,194.08,702.55,2025-04-25 06:53:20.905995563
StockQ,246.45,997.44,154.78,265.87,2025-04-25 06:53:21.405995563
StockV,485.64,732.79,123.94,681.89,2025-04-25 06:53:21.905995563
StockJ,112.17,681.85,84.74,488.52,2025-04-25 06:53:22.405995563
StockH,745.89,988.42,740.04,763.14,2025-04-25 06:53:22.905995563
StockI,380.13,465.03,344.83,435.92,2025-04-25 06:53:23.405995563
StockR,336.29,771.21,167.19,663.3,2025-04-25 06:53:23.905995563
StockS,684.84,884.57,33.56,878.57,2025-04-25 06:53:24.405995563
StockZ,551.81,888.78,195.15,829.58,2025-04-25 06:53:24.905995563
StockO,62.88,850.37,34.34,504.01,2025-04-25 06:53:25.405995563
StockX,433.58,641.07,172.89,600.25,2025-04-25 06:53:25.905995563
StockO,902.17,987.55,6.95,910.81,2025-04-25 06:53:26.405995563
StockM,218.2,629.83,86.59,431.96,2025-04-25 06:53:26.905995563
StockS,664.69,974.28,376.45,739.76,2025-04-25 06:53:27.405995563
StockJ,622.46,752.95,330.12,699.55,2025-04-25 06:53:27.905995563
StockE,193.89,986.54,7.43,301.29,2025-04-25 06:53:28.405995563
StockJ,89.72,620.78,7.37,98.54,2025-04-25 06:53:28.905995563
StockV,42.01,483.19,25.06,478.43,2025-04-25 06:53:29.405995563
StockO,317.88,721.26,57.21,416.04,2025-04-25 06:53:29.905995563
StockJ,196.04,683.91,129.24,616.69,2025-04-25 06:53:30.405995563
StockT,479.72,766.33,333.76,658.51,2025-04-25 06:53:30.905995563
StockC,344.61,456.83,162.04,441.95,2025-04-25 06:53:31.405995563
StockC,874.2,915.48,233.88,886.4,2025-04-25 06:53:31.905995563
StockS,324.88,899.03,174.23,647.01,2025-04-25 06:53:32.405995563
StockD,586.67,870.96,154.22,788.65,2025-04-25 06:53:32.905995563
StockI,271.62,543.71,157.86,313.47,2025-04-25 06:53:33.405995563
StockN,273.95,933.22,35.67,432.1,2025-04-25 06:53:33.905995563
StockM,721.54,971.65,501.08,745.6,2025-04-25 06:53:34.405995563
StockY,309.63,941.31,203.64,838.73,2025-04-25 06:53:34.905995563
StockM,114.9,505.24,23.21,353.1,2025-04-25 06:53:35.405995563
StockL,570.98,947.32,374.35,766.5,2025-04-25 06:53:35.905995563
StockN,482.4,741.28,154.65,716.84,2025-04-25 06:53:36.405995563
StockC,318.53,869.3,224.09,817.06,2025-04-25 06:53:36.905995563
StockJ,147.13,970.01,25.98,957.43,2025-04-25 06:53:37.405995563
StockH,417.74,676.49,288.14,646,2025-04-25 06:53:37.905995563
StockZ,586.84,971.81,476.43,846.42,2025-04-25 06:53:38.405995563
StockQ,377.85,890.4,157.62,757.68,2025-04-25 06:53:38.905995563
StockQ,102.23,817.89,32.2,260.82,2025-04-25 06:53:39.405995563
StockT,313.19,795.83,99.6,322.96,2025-04-25 06:53:39.905995563
StockA,889.85,909.05,826.58,890.11,2025-04-25 06:53:40.405995563
StockJ,298.38,988.08,51.82,428.69,2025-04-25 06:53:40.905995563
StockW,230.39,572.52,62.73,515.18,2025-04-25 06:53:41.405995563
StockP,113.04,464.36,85.21,365.56,2025-04-25 06:53:41.905995563
StockS,621.49,879.58,441.86,871.13,2025-04-25 06:53:42.405995563
StockY,160.93,724.28,13.59,659.44,2025-04-25 06:53:42.905995563
StockS,508.03,664.01,11.67,555.95,2025-04-25 06:53:43.405995563
StockC,310.1,576.9,115.41,559.94,2025-04-25 06:53:43.905995563
StockT,286.43,712.83,276.4,577.16,2025-04-25 06:53:44.405995563
StockN,601,884.06,558.57,861.6,2025-04-25 06:53:44.905995563
StockV,526.05,854.82,226.66,700.84,2025-04-25 06:53:45.405995563
StockY,324.13,794.12,155,663.93,2025-04-25 06:53:45.905995563
StockV,423.77,720.23,301.52,548.25,2025-04-25 06:53:46.405995563
StockW,558.37,886.83,129.59,779.86,2025-04-25 06:53:46.905995563
StockM,454.5,828.39,168.87,578.81,2025-04-25 06:53:47.405995563
StockA,253.97,809.85,37.59,583.13,2025-04-25 06:53:47.905995563
StockC,88.57,542.66,5.1,439.26,2025-04-25 06:53:48.405995563
StockA,411.99,726.97,187.49,463.73,2025-04-25 06:53:48.905995563
StockY,52.81,935.43,2.98,242.4,2025-04-25 06:53:49.405995563
StockR,420.14,893.38,149.02,783.36,2025-04-25 06:53:49.905995563
StockY,279.74,930.53,117.25,535.16,2025-04-25 06:53:50.405995563
StockT,798.96,939.27,616.06,836.59,2025-04-25 06:53:50.905995563
StockO,305.37,923.42,158.68,911.02,2025-04-25 06:53:51.405995563
StockJ,229.78,685.74,13.95,629.25,2025-04-25 06:53:51.905995563
StockW,196.99,928.03,194.12,299.7,2025-04-25 06:53:52.405995563
StockN,151.14,817.51,119.64,464.3,2025-04-25 06:53:52.905995563
StockJ,733.25,890.83,652.17,744.95,2025-04-25 06:53:53.405995563
StockI,160.68,780.53,92.85,236.49,2025-04-25 06:53:53.905995563
StockV,677.11,731.88,476.91,682.97,2025-04-25 06:53:54.405995563
StockU,415.6,780.94,248.4,603.98,2025-04-25 06:53:54.905995563
